stderror,pvalues,covmtx_1,covmtx_2,covmtx_3
0.206255471,2.74E-13,0.042541319,0.001607254,-0.010218346
0.136195301,0.073731303,0.001607254,0.01854916,-0.005757748
0.236389065,0.098481791,-0.010218346,-0.005757748,0.05587979
