participantID,block_n,trials,blockType,forcedTrial,gem_presented,market_presented,door_side,chooseLeft,outcomeState,outcome,ons_fixation,ons_door_display,ons_responsecue,ons_gem_fixation,ons_outcome_display,ons_condition_text,ons_trigger,missed_trial,rew_loss,rt,prob_market_presented,correct_choice,market_reversal,pick_black,black_presented_force,prob_independent_1,prob_independent_2,prob_dependent,blackFirst
1,1,49,2,1,4,2,2,0,2,0,13118.915731645,13122.682983221,13126.015614684,13127.549582104,13133.433029215,NaN,NaN,0,1,1.13802582599965,0.2,NaN,0,1,1,0.8,0.2,0.8,1
1,1,50,2,1,3,1,2,0,1,1,13135.448704131,13137.966531894,13141.299674423,13142.832368425,13145.36474943,NaN,NaN,0,1,1.23953863799943,0.8,NaN,0,1,1,0.8,0.2,0.8,1
1,1,51,2,1,3,1,1,1,2,0,13147.381907027,13152.68195456,13154.682653508,13156.215470993,13159.098605364,NaN,NaN,0,1,0.962106850000055,0.2,NaN,1,1,1,0.2,0.2,0.8,1
1,1,52,2,1,3,1,1,1,2,0,13161.115260172,13163.898524301,13165.93236994,13167.464742318,13169.749779321,NaN,NaN,0,1,1.08026253200114,0.2,NaN,0,1,1,0.2,0.2,0.8,1
1,1,53,2,0,3,1,2,0,2,0,13171.765135945,13177.331996074,13180.164875414,13181.698097591,13186.049451175,NaN,NaN,0,-1,1.45723928599909,0.2,1,0,1,NaN,0.2,0.2,0.8,1
1,1,54,2,1,3,1,2,0,2,0,13188.064712498,13194.014389196,13197.497950328,13199.031874341,13203.64779897,NaN,NaN,0,-1,0.715086707999944,0.2,NaN,0,1,1,0.2,0.2,0.8,1
1,1,55,2,0,4,2,2,0,2,0,13205.664433916,13208.365094329,13210.631449642,13212.164190007,13216.981266429,NaN,NaN,0,1,1.32557968800029,0.2,0,0,1,NaN,0.2,0.2,0.8,1
1,1,56,2,1,4,2,2,0,2,0,13218.99804288,13223.548029308,13226.447765159,13227.982503449,13230.531404191,NaN,NaN,0,-1,1.19390008000119,0.2,NaN,0,1,1,0.2,0.2,0.8,1
1,1,57,2,0,3,1,2,1,1,-1,13232.548422251,13235.431196478,13238.414223932,13239.930812126,13244.814079972,NaN,NaN,0,-1,1.2542067760005,0.8,0,1,1,NaN,0.8,0.2,0.8,-1
1,1,58,2,1,3,1,2,0,1,-1,13246.830714994,13249.080192418,13252.364362955,13253.880376284,13256.664684112,NaN,NaN,0,-1,0.872078030000921,0.8,NaN,0,1,1,0.8,0.2,0.8,1
1,1,59,2,0,3,1,1,0,1,1,13258.680382942,13262.064474013,13265.164404904,13266.697303509,13272.630656215,NaN,NaN,0,1,0.774886010998671,0.8,1,0,1,NaN,0.8,0.2,0.8,-1
1,1,60,2,1,3,1,2,0,2,0,13274.647485767,13279.529943581,13281.664136246,13283.197562842,13286.264338127,NaN,NaN,0,1,0.937781573999018,0.8,NaN,0,0,0,0.8,0.2,0.8,-1
1,1,61,2,0,4,2,1,1,2,0,13288.279861542,13292.380854058,13295.614729765,13297.148384297,13300.546922104,NaN,NaN,0,1,1.49049612700037,0.2,1,0,0,NaN,0.8,0.2,0.8,-1
1,1,62,2,1,3,1,1,1,2,0,13302.563525773,13304.914062209,13306.913935694,13308.446780622,13313.930305877,NaN,NaN,0,1,0.996757801000058,0.8,NaN,0,0,0,0.8,0.2,0.8,-1
1,1,63,2,0,4,2,2,1,2,0,13315.946896848,13318.930510409,13322.330983217,13323.863208185,13327.680308534,NaN,NaN,0,-1,0.850180918998376,0.2,1,0,1,NaN,0.8,0.2,0.8,-1
1,1,64,2,1,4,2,1,1,2,0,13329.697136638,13332.563268268,13335.080150827,13336.613382522,13340.063137086,NaN,NaN,0,-1,0.480785106001349,0.2,NaN,0,1,1,0.8,0.2,0.8,1
1,2,1,2,1,4,2,1,1,1,1,8517.81243450528,8521.19811067832,8524.2668982782,8525.86800476543,8528.95347220918,8514.79369383677,8504.73820611206,0,1,0.583579658939925,0.8,NaN,0,1,1,0.2,0.8,0.2,1
